idempresa,idfamilia,descripcion,precio publico,fecha precio,stock,fecha stock,comentarios,activo
2,10,Pasador RR pintado,"4.620,00",06-08-2024,"13,00",22-03-2024,,TRUE
2,10,Pasado RR zincado,"7.800,00",14-05-2024,"11,00",11-03-2024,,TRUE
2,10,Pasador Raselli,"26.105,00",10-07-2024,"12,00",11-03-2024,,TRUE
2,10,Pasador y cuchara  0.90cm RR,"12.920,00",06-08-2024,"4,00",26-02-2024,,TRUE
2,10,Pasador y cuchara 1mt amarilla,"11.500,00",26-03-2024,"3,00",26-03-2024,,TRUE
2,10,Pasador y cuchara 1.20mts RR,"15.045,00",03-08-2024,"5,00",03-08-2024,,TRUE
2,10,Pasador y cuchara 1.20mts Raselli,"80.790,00",10-07-2024,"2,00",19-07-2023,,TRUE
2,10,Pasador y cuchara  1.60mts RR,"16.790,00",03-08-2024,"3,00",03-08-2024,,TRUE
2,10,Pasador y cuchara 1.60mts Raselli,"99.245,00",10-07-2024,"1,00",22-03-2024,,TRUE
2,10,Pistola impacto Zantic 1/2,"152.950,00",03-08-2024,"2,00",03-08-2024,,TRUE
2,10,Pistola impacto Nebraska 1/2,"115.000,00",21-02-2024,"0,00",17-08-2022,,TRUE
2,10,"Pistola impacto 1"" RR eje largo en kit","469.545,00",06-08-2024,"0,00",09-01-2023,35%,TRUE
2,10,"Pistola impacto 1"" eje largo Fligman en kit ","0,00",30-11-2023,"0,00",08-05-2023,,TRUE
2,10,"Pistola impacto 1"" eje corto doble martillo Airtools","295.780,00",06-08-2024,"1,00",18-03-2022,35%,TRUE
2,10,Pistola infla bici/auto Bemar,"13.890,00",24-06-2024,"7,00",22-03-2024,,TRUE
2,10,Pistola desempolvadora pico corto,"7.325,00",28-05-2024,"11,00",22-03-2024,,TRUE
2,10,Pistola desempolvadora pico largo,"0,00",29-07-2024,"0,00",29-07-2024,,TRUE
2,10,Pistola engrasadora Bison,"17.600,00",13-01-2024,"0,00",10-06-2023,50%,TRUE
2,10,Pulidora Berta ,"0,00",15-05-2024,"0,00",09-10-2023,,TRUE
2,10,Pulidora Zantic ,"0,00",24-06-2024,"0,00",27-03-2024,,TRUE
2,10,Pulidora Grinder,"24.050,00",03-08-2024,"18,00",03-08-2024,,TRUE
2,10,Pulidora AMX,"0,00",15-05-2024,"0,00",27-12-2023,,TRUE
2,10,Piedra A4 ,"4.485,00",06-08-2024,"24,00",20-07-2024,,TRUE
2,10,Piedra A5,"4.485,00",06-08-2024,"14,00",07-11-2023,,TRUE
2,10,Piedra A15,"4.485,00",06-08-2024,"6,00",20-07-2024,,TRUE
2,10,Piedra   A36 ,"4.485,00",06-08-2024,"7,00",11-12-2023,,TRUE
2,10,Piedra A21 ,"4.485,00",06-08-2024,"15,00",22-03-2024,,TRUE
2,10,Piedra A23,"4.485,00",06-08-2024,"4,00",07-11-2023,,TRUE
2,10,Piedra A25,"4.485,00",06-08-2024,"14,00",20-07-2024,,TRUE
2,10,Piedra W236 ,"4.485,00",06-08-2024,"6,00",07-11-2023,,TRUE
2,10,Rueda tugsteno ,"31.015,00",05-08-2024,"6,00",05-08-2024,,TRUE
2,10,Copa de tugsteno,"52.210,00",06-08-2024,"4,00",22-03-2024,,TRUE
2,10,Bolita de tugsteno,"21.990,00",06-08-2024,"5,00",20-07-2024,,TRUE
2,10,Eje para tugsteno,"2.175,00",14-05-2024,"28,00",13-05-2024,,TRUE
2,10,Pincel p/pasta N°10 ,"0,00",0,"0,00",0,,TRUE
2,10,Pincel alambre economico ,"1.765,00",06-08-2024,"26,00",13-05-2024,,TRUE
2,10,Pinza contra peso Corneta,"80.730,00",13-05-2024,"3,00",17-04-2023,30%,TRUE
2,10,Pinza contra peso Bahco,"55.130,00",06-08-2024,"0,00",25-07-2023,,TRUE
2,10,Presostato monofasico Beyca 1.5HP,"30.880,00",21-02-2024,"0,00",22-04-2022,,TRUE
2,10,Presostato monofasico SK-7 1.5HP,"35.500,00",21-02-2024,"0,00",01-07-2022,,TRUE
2,10,Presostato monofasico SK-24 3HP,"56.205,00",06-08-2024,"4,00",20-07-2024,,TRUE
2,10,Presostato monofasico CER 5HP ,"96.015,00",06-08-2024,"3,00",20-07-2024,,TRUE
2,10,Presostato trifasico SK-22A 3HP,"56.205,00",06-08-2024,"3,00",13-05-2024,,TRUE
2,10,Presostato trifasico CER O-T 3HP ,"84.870,00",13-05-2024,"2,00",13-05-2024,,TRUE
2,10,Presostato trifasico CER 5.5HP,"93.265,00",13-05-2024,"2,00",13-05-2024,,TRUE
2,10,Presostato trifasico CER 7.5HP,"126.330,00",23-04-2024,"1,00",13-11-2023,35%,TRUE
2,10,Prensa hidraulica de banco 10ton Rua,"0,00",12-04-2024,"0,00",29-12-2023,35%,TRUE
2,10,Rodillo negro dentado,"6.095,00",05-08-2024,"61,00",05-08-2024,,TRUE
2,10,Rodillo madera S,"0,00",07-03-2024,"1,00",21-02-2024,,TRUE
2,10,Rodillo madera Aiello ,"8.970,00",13-05-2024,"4,00",18-03-2024,,TRUE
2,10,Rodillo madera plano ,"22.585,00",13-05-2024,"2,00",13-03-2023,,TRUE
2,10,Punzon con mango de madera ,"1.380,00",06-08-2024,"3,00",10-09-2022,,TRUE
2,10,Aguja c/ empuñadora plastico import.,"3.000,00",11-05-2024,"13,00",16-05-2024,,TRUE
2,10,Lezna c/ empuñadura plastico import.,"3.000,00",11-05-2024,"17,00",16-05-2024,,TRUE
2,10,Aguja c/ empuñadura de aluminio,"6.440,00",16-01-2024,"41,00",17-07-2024,,TRUE
2,10,Aguja suelta camion,"1.500,00",11-05-2024,"5,00",05-03-2024,,TRUE
2,10,Aguja suelta auto ,"1.500,00",11-05-2024,"10,00",05-03-2024,,TRUE
2,10,Lezna suelta respuesto,"2.645,00",30-11-2023,"1,00",28-03-2022,,TRUE
2,10,Reductora 1:68,"156.860,00",29-07-2024,"0,00",13-03-2023,35%,TRUE
2,10,Reductora 1:78,"217.350,00",05-07-2024,"3,00",17-07-2023,35%,TRUE
2,10,Terraja comun,"565,00",06-08-2024,"152,00",09-11-2023,,TRUE
2,10,Terraja larga comun,"1.530,00",03-06-2024,"817,00",13-08-2022,,TRUE
2,10,Terraja larga metal,"1.530,00",03-06-2024,"38,00",18-03-2022,,TRUE
2,10,Terraja larga con mandril,"1.515,00",06-08-2024,"86,00",23-09-2022,,TRUE
2,10,Terraja 4 funciones super,"1.680,00",05-08-2024,"76,00",05-08-2024,,TRUE
2,10,Terraja vial,"1.705,00",06-08-2024,"35,00",13-05-2024,,TRUE
2,10,Saca ovulo roto comun,"1.705,00",06-08-2024,"27,00",19-05-2023,,TRUE
2,10,Saca ovulo roto hierro ,"0,00",14-05-2024,"0,00",27-06-2023,,TRUE
2,10,Colocador de valvula T,"1.405,00",06-08-2024,"21,00",13-05-2024,,TRUE
2,10,Colocador de valvula mango plastico,"6.000,00",06-08-2024,"1,00",18-03-2022,,TRUE
2,10,Desinfla camara,"3.185,00",06-08-2024,"5,00",30-06-2022,,TRUE
2,10,"Tubo de impacto Candamio  20mm largo 1/2""","3.340,00",13-01-2024,"1,00",03-11-2023,3-nov,TRUE
2,10,"Tubo de impacto Genius 27mm corto 1/2""","3.510,00",30-11-2023,"5,00",03-11-2023,,TRUE
2,10,"Tubo de impacto Genius 27mm largo 1/2""","4.255,00",30-11-2023,"3,00",03-11-2023,3-nov,TRUE
2,10,"Tubo de impacto Genius 21mm 1""","10.005,00",03-08-2024,"11,00",03-08-2024,,TRUE
2,10,"Tubo de impacto Genius 35mm 1""","9.775,00",30-11-2023,"4,00",03-11-2023,3-ago,TRUE
2,10,"Tubo de impacto RR economicos 17mm corto 1/2""","2.415,00",05-08-2024,"13,00",05-08-2024,3-nov,TRUE
2,10,"Tubo de impacto RR economicos 19mm corto 1/2""","2.415,00",05-08-2024,"13,00",05-08-2024,3-nov,TRUE
2,10,"Tubo de impacto RR economicos 21mm corto 1/2""","3.000,00",06-08-2024,"5,00",03-11-2023,,TRUE
2,10,"Tubo de impacto RR economicos 23mm corto 1/2""","3.585,00",06-08-2024,"7,00",20-07-2024,,TRUE
2,10,"Tubo de impacto RR economicos 27mm corto 1/2""","4.160,00",24-06-2024,"7,00",0,,TRUE
2,10,"Tubo de impacto RR economicos 17mm largo 1/2""","0,00",0,"0,00",0,,TRUE
2,10,"Tubo de impacto RR economicos 19mm largo 1/2"" ","0,00",0,"0,00",0,,TRUE
2,10,"Tubo de impacto RR economicos 21mm largo 1/2""","4.480,00",20-07-2024,"4,00",20-07-2024,,TRUE
2,10,"Tubo de impacto RR economicos 23mm largo 1/2""","4.335,00",24-06-2024,"4,00",03-11-2023,,TRUE
2,10,"Tubo de impacto RR economicos 27mm largo 1/2"" ","4.060,00",13-01-2024,"0,00",0,,TRUE
2,10,"Tubo de impacto RR economicos 21mm 1"" ","8.815,00",24-06-2024,"0,00",22-03-2024,,TRUE
2,10,"Tubo de impacto RR economicos 24mm 1"" ","9.995,00",06-08-2024,"3,00",15-01-2024,,TRUE
2,10,"Tubo de impacto RR economicos 27mm 1""","9.995,00",06-08-2024,"3,00",11-12-2023,,TRUE
2,10,"Tubo de impacto RR economicos 30mm 1"" ","10.865,00",06-08-2024,"4,00",11-12-2023,,TRUE
2,10,"Tubo de impacto RR economicos 32mm 1"" ","10.865,00",06-08-2024,"4,00",13-05-2024,,TRUE
2,10,"Tubo de impacto RR economicos 33mm 1"" ","10.865,00",06-08-2024,"4,00",22-03-2024,,TRUE
2,10,"Tubo de impacto RR economicos 35mm 1"" ","10.865,00",06-08-2024,"0,00",22-03-2024,,TRUE
2,10,"Tubo de impacto RR economicos 38mm 1"" ","11.270,00",06-08-2024,"3,00",15-01-2024,,TRUE
2,10,"Tubo de impacto RR economicos 41mm 1""","11.270,00",05-08-2024,"4,00",05-08-2024,,TRUE
2,10,"Tubo de impacto Raselli 17mm 1/2""","15.355,00",10-07-2024,"3,00",03-11-2023,,TRUE
2,10,"Tubo de impacto Raselli 19mm 1/2""","16.675,00",10-07-2024,"3,00",03-11-2023,,TRUE
2,10,"Tubo de impacto Raselli 21mm 1/2""","16.675,00",10-07-2024,"4,00",03-11-2023,,TRUE
2,10,"Tubo de impacto Raselli Tubo 27mm 1""","50.715,00",10-07-2024,"1,00",03-11-2023,35%,TRUE
2,10,Trampaa de agua Regu-filtro y lubricador 1/4 eco.,"40.480,00",23-07-2024,"2,00",22-03-2024,,TRUE
2,10,Trampaa de agua Regu-filtro y librucador 1/2 eco.,"70.770,00",23-07-2024,"3,00",20-07-2024,,TRUE
2,10,Trampa de agua con filtro y regulador de presion,"0,00",21-02-2024,"0,00",0,,TRUE
2,10,Vulcanizadora coche San Carlos ,"719.900,00",12-07-2024,"2,00",31-07-2024,30%,TRUE
2,10,Resistencia San Carlos coche ,"24.955,00",12-07-2024,"2,00",12-07-2024,,TRUE
2,10,Orring ,"1.460,00",22-02-2024,"3,00",13-06-2023,,TRUE
2,10,Sopapa,"7.300,00",22-02-2024,"3,00",13-06-2023,,TRUE
2,10,Termostato fijo 150°,"41.975,00",15-05-2024,"2,00",25-07-2023,,TRUE
2,10,Ojo de buey ,"3.795,00",24-06-2024,"4,00",18-03-2022,,TRUE
2,10,Espagueti aislante x metro,"2.450,00",20-07-2024,"1,00",20-07-2024,,TRUE
2,10,Vulcanizadora camara 1 brazo,"240.925,00",24-06-2024,"2,00",22-03-2024,35%,TRUE
2,10,Resistencia San Carlos 1 brazo (180x95mm),"10.505,00",14-05-2024,"5,00",16-07-2024,,TRUE
2,10,Resistencia San Carlos 2 brazos (250x90mm),"11.880,00",14-05-2024,"2,00",16-07-2024,,TRUE
2,10,Resistencia RRTrentini 1 brazo (155x95mm),"10.065,00",05-08-2024,"8,00",05-08-2024,,TRUE
2,10,Resistencia Rosarina 1 brazo (155x90mm),"9.600,00",14-05-2024,"1,00",25-07-2023,,TRUE
2,10,Cono de mesa ,"945,00",24-06-2024,"5,00",23-05-2023,,TRUE
2,10,Prensa parche mediano ,"5.290,00",15-05-2024,"1,00",19-09-2023,,TRUE
2,11,TG 1/4,"7.915,00",20-07-2024,"129,00",20-07-2024,,TRUE
2,11,TG 1/2,"0,00",0,"0,00",0,,TRUE
2,11,Pomo TG 10cc,"875,00",15-05-2024,"0,00",21-04-2023,,TRUE
2,11,Caja pomo TG 10cc,"0,00",23-04-2024,"0,00",27-06-2023,,TRUE
2,11,Brio 1/4,"8.460,00",17-05-2024,"71,00",05-08-2024,,TRUE
2,11,Pomo Brio 10cc,"1.470,00",15-02-2024,"3,00",03-08-2023,,TRUE
2,11,Caja pomo Brio 10cc,"16.110,00",15-02-2024,"76,00",03-08-2023,,TRUE
2,11,PX 1/4,"11.480,00",20-07-2024,"45,00",20-07-2024,,TRUE
2,11,Vipal 1/4,"7.590,00",11-05-2024,"50,00",11-05-2024,,TRUE
2,11,Vipal 1/2,"10.100,00",02-08-2024,"55,00",02-08-2024,,TRUE
2,11,Caja pomo Vipal 25cc,"15.790,00",03-08-2024,"1,00",03-08-2024,,TRUE
2,11,Pomo Vipal 25cc,"1.800,00",16-02-2024,"0,00",21-04-2023,,TRUE
2,11,Materplom 1/4 eco.,"5.635,00",03-08-2024,"25,00",03-08-2024,,TRUE
2,11,Flux Aiello x 1 lts,"10.695,00",15-02-2024,"8,00",06-01-2024,,TRUE
2,11,Flux Aiello x 4 lts,"0,00",15-02-2024,"0,00",14-02-2024,,TRUE
2,11,Flux PX x 1lts,"13.550,00",15-05-2024,"26,00",22-03-2024,,TRUE
2,11,Desmoldante silicona Aiello 5lts,"177.445,00",13-05-2024,"2,00",17-07-2023,35%,TRUE
2,12,TR412 Comun C/U,"380,00",22-02-2024,"42,00",31-10-2023,,TRUE
2,12,TR412 Comun x bolsa,"37.050,00",22-02-2024,"14,00",13-05-2024,,TRUE
2,12,TR413 Comun C/U,"320,00",22-02-2024,"124,00",20-01-2023,,TRUE
2,12,TR413 Comun x bolsa,"29.800,00",22-02-2024,"38,00",19-04-2024,,TRUE
2,12,TR413 Cromada C/U,"420,00",22-02-2024,"89,00",04-10-2023,,TRUE
2,12,TR414 Comun C/U,"320,00",22-02-2024,"113,00",19-04-2024,,TRUE
2,12,TR414 Comun x bolsa ,"29.800,00",22-02-2024,"125,00",01-07-2024,,TRUE
2,12,TR414 Cromada C/U,"410,00",22-02-2024,"39,00",11-11-2023,,TRUE
2,12,TR414 Cromada x bolsa,"34.320,00",22-02-2024,"17,00",20-02-2024,,TRUE
2,12,TR415 Camioneta comun C/U,"420,00",22-02-2024,"78,00",18-08-2022,,TRUE
2,12,TR415 Comun x bolsa,"40.300,00",03-08-2024,"23,00",03-08-2024,,TRUE
2,12,TR415 Camioneta cromada C/U,"630,00",22-02-2024,"3,00",19-07-2022,,TRUE
2,12,TR415 Camioneta cromada x bolsa,"0,00",0,"0,00",0,,TRUE
2,12,TR418 Comun larga C/U,"530,00",22-02-2024,"89,00",23-11-2023,,TRUE
2,12,TR418 Comun larga x bolsa,"46.700,00",22-02-2024,"15,00",13-05-2024,,TRUE
2,12,VCA curva 45º Moto,"2.415,00",05-08-2024,"57,00",05-08-2024,,TRUE
2,12,VCA curva 90º Moto,"2.415,00",05-08-2024,"50,00",05-08-2024,,TRUE
2,12,VCA recta Moto,"2.415,00",30-07-2024,"0,00",06-03-2024,,TRUE
2,12,TR413 Scooter  Moto,"1.020,00",22-02-2024,"31,00",06-03-2024,,TRUE
2,12,TR13 base de goma ,"1.460,00",30-07-2024,"52,00",13-05-2024,,TRUE
2,12,TR15 base de goma,"1.460,00",30-07-2024,"64,00",13-05-2024,,TRUE
2,12,TR51 base de goma (moto),"1.460,00",30-07-2024,"80,00",22-03-2024,,TRUE
2,12,TR75a base de goma ,"3.115,00",30-07-2024,"28,00",19-07-2022,,TRUE
2,12,TR150 flexible ,"1.220,00",15-05-2024,"13,00",19-07-2022,,TRUE
2,12,Artillera 570 5cm (17.5 daily),"1.380,00",13-01-2024,"51,00",19-09-2023,,TRUE
2,12,Artillera 571 8.5cm,"2.830,00",30-07-2024,"49,00",13-05-2024,,TRUE
2,12,Artillera 572 9.5cm,"2.885,00",30-07-2024,"75,00",13-05-2024,,TRUE
2,12,Artillera 573 11cm,"2.945,00",30-07-2024,"46,00",13-05-2024,,TRUE
2,12,Valvula a disco TR W1390,"3.635,00",05-08-2024,"52,00",05-08-2024,,TRUE
2,12,Valvula a disco TR 561C 8.5cm (V3-20-4) ,"2.560,00",03-08-2024,"329,00",03-08-2024,,TRUE
2,12,Valvula disco TR 561L 9.5cm (V3-20-12) ,"2.645,00",29-01-2024,"3,00",13-03-2024,,TRUE
2,12,Valvula disco TR 642C 11cm (V3-20-6),"2.770,00",03-08-2024,"275,00",03-08-2024,,TRUE
2,12,Valvula disco TR 642L 11.5cm (V3-20-8),"0,00",0,"0,00",0,,TRUE
2,12,Orring valvula a disco,"0,00",0,"0,00",0,,TRUE
2,12,Valvula v3-06-3 Michelin (C),"2.780,00",13-01-2024,"23,00",14-09-2022,,TRUE
2,12,Valvula v3-06-6 Michelin (L),"2.780,00",13-01-2024,"38,00",22-03-2024,,TRUE
2,12,Valvula v3-06-9 Michelin (TR78),"3.200,00",05-07-2024,"58,00",05-08-2023,,TRUE
2,12,TR75 tipo Michelin (750x16),"3.200,00",05-07-2024,"10,00",11-12-2023,,TRUE
2,12,Plaque Michelin 80mm (v3-08-3),"1.935,00",29-01-2024,"25,00",28-10-2023,,TRUE
2,12,Arandela de goma p/Michelin,"370,00",30-07-2024,"75,00",19-07-2022,,TRUE
2,12,Base de goma p/Michelin 50mm,"1.550,00",30-07-2024,"20,00",19-07-2022,,TRUE
2,12,Base de goma p/Michelin 80mm,"1.690,00",29-01-2024,"20,00",19-07-2022,,TRUE
2,12,TR Alcoa recta 6cm,"3.220,00",30-07-2024,"35,00",23-11-2023,,TRUE
2,12,TR Alcoa curva 7cm,"3.365,00",05-08-2024,"50,00",05-08-2024,,TRUE
2,12,TR Alcoa recta 7cm c/junta de goma (70ms7),"4.035,00",30-07-2024,"51,00",13-05-2024,,TRUE
2,12,TR 9202 (reparacion 900) Alcoa ,"3.705,00",30-07-2024,"41,00",13-05-2024,,TRUE
2,12,TR 5785 (reparacion 750) Alcoa ,"3.510,00",30-07-2024,"47,00",13-05-2024,,TRUE
2,12,TR 5789 (reparacion 900) Alcoa ,"3.605,00",30-07-2024,"37,00",21-04-2023,,TRUE
2,12,"TR 5790 (reparacion 900, 1000, 1100) Alcoa","3.510,00",30-07-2024,"141,00",01-11-2023,,TRUE
2,12,Valvula gomon W1163 Alcoa ,"5.855,00",30-07-2024,"26,00",22-03-2024,,TRUE
2,12,Bolsa tapitas x 200,"940,00",27-07-2024,"122,00",27-07-2024,,TRUE
2,12,Bolsa tapitas x 1000,"3.755,00",27-07-2024,"48,00",27-07-2024,,TRUE
2,12,Bolsa ovulos x50,"2.720,00",30-07-2024,"6,00",20-07-2024,,TRUE
2,12,Bolsa gomin,"2.450,00",30-07-2024,"10,00",18-09-2023,,TRUE
2,12,Adaptador valvula Vial ,"1.410,00",29-01-2024,"14,00",05-08-2023,,TRUE
2,12,Vial TR 416 tuerca externa,"1.525,00",05-07-2024,"53,00",13-05-2024,,TRUE
2,12,Vial TR 218a base de goma,"2.785,00",13-05-2024,"43,00",13-05-2024,,TRUE
2,12,Vial TR 618a (tractor) ,"3.360,00",13-05-2024,"34,00",13-05-2024,,TRUE
2,12,Vial TR J 651 ,"8.220,00",13-05-2024,"26,00",13-05-2024,,TRUE
2,12,Vial TR 570 (17.5 daily),"1.610,00",15-05-2024,"51,00",19-09-2023,,TRUE
2,12,Vial TR 9251 (Caterpiller),"4.285,00",30-07-2024,"13,00",26-07-2023,,TRUE
2,12,Alargue goma 12cm s/soporte,"0,00",0,"0,00",0,,TRUE
2,12,Alargue goma 14cm c/soporte,"2.645,00",13-01-2024,"43,00",10-08-2023,,TRUE
2,12,Alargue goma 20cm c/soporte ,"4.330,00",30-07-2024,"24,00",28-10-2023,,TRUE
2,12,Alargue goma 21cm s/soporte,"4.200,00",22-02-2024,"6,00",06-03-2024,,TRUE
2,12,Alargue  goma 27cm s/soporte,"4.370,00",29-02-2024,"49,00",29-02-2024,,TRUE
2,12,Alargue goma 30cm c/soporte,"5.095,00",30-07-2024,"22,00",18-09-2023,,TRUE
2,12,Soporte de alargue de goma,"840,00",05-07-2024,"79,00",06-03-2024,,TRUE
2,12,Alargue bronce s/empujador 9cm,"2.185,00",05-07-2024,"12,00",06-03-2024,,TRUE
2,12,Alargue bronce  s/empujador 11cm,"2.370,00",05-07-2024,"19,00",06-03-2024,,TRUE
2,12,Alargue bronce c/empujador 7cm,"1.955,00",06-03-2024,"5,00",06-03-2024,,TRUE
2,12,Alargue bronce c/empujador 8cm,"2.185,00",06-03-2024,"0,00",06-03-2024,,TRUE
2,12,Alargue bronce c/empujador 10cm,"3.530,00",20-07-2024,"26,00",20-07-2024,,TRUE
2,12,Alargue bronce c/empujador 12cm,"3.680,00",20-07-2024,"29,00",20-07-2024,,TRUE
2,12,Alargue bronce c/empujador 13cm ,"3.740,00",06-03-2024,"28,00",06-03-2024,,TRUE
2,12,Alargue bronce c/empujador 16cm,"6.040,00",29-02-2024,"46,00",29-02-2024,,TRUE
2,12,Alargue bronce c/empujador 17cm,"6.040,00",29-01-2024,"43,00",06-03-2024,,TRUE
2,12,Alargue plastico 7cm,"1.290,00",15-05-2024,"39,00",04-03-2024,,TRUE
2,12,"Alargue plastico 9,5cm","1.760,00",07-03-2024,"14,00",18-01-2024,,TRUE
2,12,"Alargue plastico 11,5cm  ","2.200,00",15-05-2024,"46,00",04-03-2024,,TRUE
2,12,Alargue plastico 15cm ,"2.300,00",07-03-2024,"20,00",27-12-2023,,TRUE
2,12,Bolsita capuchon + tapa x4,"1.205,00",13-01-2024,"35,00",22-11-2023,,TRUE
2,13,Racord dual 210 Aiello RH 1/4,"13.500,00",15-07-2024,"0,00",15-07-2024,,TRUE
2,13,Racor dual 210 RH 1/4 RR,"5.165,00",06-08-2024,"0,00",01-03-2024,,TRUE
2,13,Racor dual 210 acople RR,"5.165,00",06-08-2024,"23,00",20-07-2024,,TRUE
2,13,Racord dual auto-vial acople,"7.205,00",06-08-2024,"6,00",19-07-2023,,TRUE
2,13,Racor dual 160 Aiello RH 1/4,"11.185,00",13-05-2024,"13,00",01-03-2024,,TRUE
2,13,Racord dual 160 RH 1/4 RR,"4.830,00",06-08-2024,"6,00",01-03-2024,,TRUE
2,13,Racord dual 160 acople RR,"4.830,00",06-08-2024,"31,00",13-05-2024,,TRUE
2,13,Racord comodin manguera 6mm,"5.060,00",06-08-2024,"22,00",13-05-2024,,TRUE
2,13,Racord  bolita acople,"3.850,00",06-08-2024,"25,00",13-05-2024,,TRUE
2,13,Racord bolita manguera 6mm,"3.850,00",06-08-2024,"17,00",06-09-2023,,TRUE
2,13,Racord bolita manguera 8mm,"3.850,00",06-08-2024,"22,00",06-09-2023,,TRUE
2,13,Racord michelin manguera 8mm (s/reten.),"3.200,00",06-08-2024,"51,00",20-07-2024,,TRUE
2,13,Racord michelin RH 1/8 (s/reten.),"3.200,00",06-08-2024,"31,00",23-03-2024,,TRUE
2,13,Pico infla auto/bici con RM 1/8,"5.475,00",06-08-2024,"21,00",10-10-2023,,TRUE
2,13,Pico infla auto/bici mang. 6mm ,"5.475,00",06-08-2024,"15,00",10-10-2023,,TRUE
2,13,Gomita racord dual x10 ,"1.020,00",06-08-2024,"155,00",03-06-2024,,TRUE
2,13,Gomita racord bolita x10,"1.820,00",06-08-2024,"91,00",22-05-2023,,TRUE
2,13,Reparacion racord dual ,"2.050,00",06-08-2024,"31,00",22-03-2024,,TRUE
2,13,Reparacion racord bolita,"1.495,00",06-08-2024,"64,00",13-05-2024,,TRUE
2,13,Pico infla pelota ,"920,00",03-06-2024,"101,00",24-10-2023,,TRUE
2,13,Hidro racord (valvula 925),"4.395,00",06-08-2024,"4,00",17-04-2023,,TRUE
2,13,Ayuda gomero (RH 32 hilos),"930,00",06-08-2024,"68,00",22-03-2024,,TRUE
2,13,Acople rapido 1/4 bronce Aiello,"11.640,00",17-05-2024,"3,00",17-05-2024,,TRUE
2,13,Acople rapido 1/4 Alnat c/bolillas gris eco.,"4.800,00",27-07-2024,"31,00",27-07-2024,,TRUE
2,13,Acople rapido 1/4 Alnat c/bolillas dorado ,"8.395,00",27-07-2024,"31,00",27-07-2024,,TRUE
2,13,Acople rapido 1/4 bronce S,"9.660,00",16-05-2024,"10,00",29-05-2024,,TRUE
2,13,Acople rapido c/capuchon plastico eco. RR,"5.320,00",06-08-2024,"12,00",01-03-2024,,TRUE
2,13,Acople rapido promo s/punta,"4.715,00",29-04-2024,"0,00",01-03-2024,,TRUE
2,13,Acople rapido 1/2 NPI completo ,"45.770,00",03-08-2024,"7,00",03-08-2024,,TRUE
2,13,Acople rapido 3/4 NPI completo ,"60.030,00",20-07-2024,"3,00",20-07-2024,35%,TRUE
2,13,Recto RM 1/8 - manguera 6mm,"1.300,00",23-07-2024,"13,00",28-10-2023,,TRUE
2,13,Recto RM 1/8 - manguera 8mm,"1.380,00",23-07-2024,"19,00",28-10-2023,,TRUE
2,13,Union recta manguera 6mm,"1.150,00",27-07-2024,"20,00",27-07-2024,,TRUE
2,13,Union recta manguera 8mm,"1.185,00",23-07-2024,"26,00",13-05-2024,,TRUE
2,13,Union codo manguera 6mm,"920,00",23-07-2024,"20,00",21-04-2022,,TRUE
2,13,Union codo manguera 8mm,"1.265,00",23-07-2024,"22,00",21-04-2022,,TRUE
2,13,Codo RM 1/8 - manguera 6mm,"1.440,00",05-08-2024,"6,00",05-08-2024,,TRUE
2,13,Codo RM 1/8 - manguera 8mm,"1.725,00",23-07-2024,"16,00",28-10-2023,,TRUE
2,13,Distribuidor T RM 1/8 - manguera 6mm,"1.570,00",23-07-2024,"18,00",10-05-2024,,TRUE
2,13,Distribuidor T RM 1/8 - manguera 8mm,"1.750,00",23-07-2024,"45,00",21-04-2023,,TRUE
2,13,Distribuidor 2 salidas  T mang. 6mm,"1.265,00",23-07-2024,"18,00",10-05-2024,,TRUE
2,13,Distribuidor 2 salidas T mang.8mm,"1.495,00",23-07-2024,"33,00",13-05-2024,,TRUE
2,13,Cupla RH 1/8,"805,00",06-08-2024,"27,00",13-03-2024,,TRUE
2,13,Cupla RH 1/4,"1.060,00",06-08-2024,"39,00",13-03-2024,,TRUE
2,13,Cupla RH 1/2,"2.895,00",06-08-2024,"21,00",13-03-2024,,TRUE
2,13, Punta acople RM 1/8,"960,00",06-08-2024,"39,00",16-07-2024,,TRUE
2,13,Punta acople RM 1/4,"1.115,00",20-07-2024,"94,00",20-07-2024,,TRUE
2,13,Punta acople 1/2 RM 1/2,"4.410,00",06-08-2024,"22,00",06-09-2023,,TRUE
2,13,Punta acople 1/4 - manguera 6mm,"1.155,00",06-08-2024,"20,00",20-07-2024,,TRUE
2,13,Punta acople 1/4 - manguera 8mm,"1.160,00",06-08-2024,"30,00",03-04-2023,,TRUE
2,13,Punta acople 1/4 - manguera 9.5mm,"1.175,00",05-08-2024,"68,00",05-08-2024,,TRUE
2,13,Punta acople 1/4 - manguera 12.7mm,"1.560,00",06-08-2024,"26,00",05-08-2023,,TRUE
2,13,Punta acople RH 1/4,"1.470,00",20-07-2024,"119,00",20-07-2024,,TRUE
2,13,Punta manguera 6mm RH 1/4,"1.275,00",06-08-2024,"36,00",10-10-2023,,TRUE
2,13,Punta manguera 8mm RH 1/4,"1.275,00",06-08-2024,"57,00",06-09-2023,,TRUE
2,13,Punta manguera 9.5mm RH 1/4 ,"1.290,00",20-07-2024,"20,00",20-07-2024,,TRUE
2,13,Punta manguera 6mm RM 1/4,"865,00",20-07-2024,"47,00",20-07-2024,,TRUE
